"Relative Time (Process)","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.0.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.1.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.2.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-AdamW.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.0.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.0.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.1.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.1.memoryAllocated__MAX","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.2.memoryAllocated","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MIN","reranker-ModernBERT-base-msmarco-bce-Lion.Cosine-ep-1-3 - system/gpu.2.memoryAllocated__MAX"
"1155.401496493","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1155.404625955","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1170.398818012","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1170.399276834","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1185.400133248","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1185.404614346","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1200.399464339","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1200.4072792","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1215.404469425","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
"1215.404726363","","","","","","","","","","69.21181731353651","69.21181731353651","69.21181731353651","80.5675848745333","80.5675848745333","80.5675848745333","59.44229182946948","59.44229182946948","59.44229182946948"
"1230.400102686","71.26096205609099","71.26096205609099","71.26096205609099","83.35042762872276","83.35042762872276","83.35042762872276","59.637655205348615","59.637655205348615","59.637655205348615","","","","","","","","",""
